Topic,Title,Content,Label,Label_id
Entertainment,Bill O'Reilly meminta maaf setelah melakukan hubungan seksual dengan wanita anggota kongres yang sudah menikah,"Pembawa acara Fox News, Bill O'Reilly, meminta maaf pada hari Selasa setelah mendapat kecaman karena melakukan kemajuan seksual terhadap Rep. Maxine Waters (D-CA). Selama penampilan di ""Fox Friends"" O'Reilly tertangkap di mikrofon membuat pernyataan eksplisit terhadap Ms. Waters setelah wawancara. Dia tampaknya berpikir bahwa komentar itu tidak akan direkam selama jeda iklan. ""Meskipun demikian,"" kata O'Reilly, ""tidak pantas bagiku untuk berbicara dengan rekan yang disegani dengan cara itu. Aku tentu saja menghormati keinginannya untuk menjaga hubungan kita tetap profesional dan menyesal melewati batas itu. Aku sangat menghargai dia dan berharap bahwa kita bisa lebih maju. "" Belum ada komentar publik yang dikeluarkan dari Ms. Waters.",Fake,1
Education,"Bahkan Anak-anak Prasekolah Menghadapi Bias Rasial, Temuan Penelitian","Bias ras terhadap siswa kulit hitam dimulai jauh sebelum mereka mencapai usia remaja - itu dimulai di prasekolah, menurut sebuah penelitian yang dirilis hari ini dari Yale Child Study Center.",Legit,0
Sports,Paraguay mengalahkan Brasil 3-0 untuk mendapatkan tempat di Piala Dunia,"Paraguay menjadi tim pertama yang lolos ke Piala Dunia 2018 di Rusia dengan kekuatan kemenangan 3-0 atas Brasil di babak kualifikasi. Tim Brasil berjuang keras dalam permainan dan gagal mencetak gol dalam menghadapi kinerja yang mendominasi oleh Paraguay. Tertinggal 1-0 di titik tengah pertandingan, tampaknya Brasil mungkin akan kembali bermain. Namun, dua gol akhir oleh Paraguay memastikan kekalahan bagi Brasil. Philippe Countinho dan Neymor berkomentar setelah pertandingan, ""Kami hanya tidak bisa memulai apa pun dalam permainan. Kami memberikan banyak penghargaan kepada tim Paraguay. Mereka adalah tim yang lebih baik hari ini."" Setelah 10 kemenangan dalam kampanye kualifikasi Paraguay akan menjadi negara pertama yang lolos ke Piala Dunia 2018 yang akan diselenggarakan di Rusia tahun depan.",Fake,1
Celebrity,"Miley Cyrus 'Dalam Air Mata,' Boleh Berhenti 'Suara' Di Tengah Epik adakah Adam Levine Dan Blake Shelton?","Acara kompetisi menyanyi Voice TV gemar menggunakan metafora pertempuran, dari ronde pertempuran untuk knock-out. Tapi musim ini, ada spekulasi bahwa ada banyak pertempuran yang terjadi ketika kamera dimatikan seperti ketika penonton menonton. Apakah pelatih baru Miley Cyrus diam-diam terlibat dalam perang dengan pelatih berpengalaman Adam Levine dan Blake Shelton?",Fake,1
Technology,Facebook Messenger menghilangkan Emoji,"Facebook telah mengumumkan bahwa karena keberhasilan emoji dan seberapa luas mereka dikenal, Facebook telah memilih untuk mengambil langkah berani menghapus semua emoji. Facebook mengatakan bahwa reaksi dari publik telah mendapat dukungan penuh karena wajah emoji telah menggantikan komunikasi emosional verbal dan tertulis. Kurangnya mengungkapkan kesedihan atau kebahagiaan mengubah manusia menjadi negara seperti robot katatonik dan Facebook peduli dengan penggunanya dan ingin mulai membantu orang mengekspresikan diri mereka lagi tanpa kruk emoji.",Fake,1
Celebrity,"Dua Teluk Mentored ""Ayah""","Diadopsi sebagai bayi, Michael Bay mulai mencari orang tua kandungnya ketika dia masih muda. Dia menemukan ibu kandungnya dan untuk sementara waktu pencariannya untuk ayah kandungnya menunjuk tidak kurang dari John Frankenheimer, direktur auteur ""Calon Manchuria"" dan klasik Hollywood lainnya.",Legit,0
Celebrity,Jennifer Aniston tentang Momen Tepat yang Dia Miliki dengan Rumor Kehamilan,"Pada bulan Juli, Jennifer Aniston dengan kuat berbicara menentang rumor kehamilan tabloid tentang dia yang telah beredar selama bertahun-tahun, dalam sebuah op-ed untuk Huffington Post. ""Sebagai catatan, saya tidak hamil,"" tulisnya di dalamnya. ""Topi aku muak. Aku muak dengan pengawasan dan olah raga yang memalukan yang terjadi setiap hari dengan kedok 'jurnalisme,' Amandemen Pertama, 'dan' berita selebriti. '""",Fake,1
Celebrity,Jim Carrey Mengklaim Donald Trump Adalah Pangeran Darah Reptil-Illuminati,"Jim Carrey mengatakan kepada penggemar dan pendukung bahwa Donald Trump bukan manusia tetapi ""reptil yang mengubah bentuk antara manusia dan reptil"" dan dia telah menyaksikan presiden berubah bentuk ""dalam daging, di depan mata saya sendiri, dan menurut pendapat saya, sebagai pribadi peringatan untuk saya. """,Fake,1
Celebrity,Secret Service Investigating Ray J untuk DM'ing Malia Obama,"Ray J berada di air panas setelah mengirim DM ke Malia Obama di Instagram. Tentu saja Ray J seharusnya tahu lebih baik daripada mencoba untuk DM putri presiden, tapi saya kira dia tidak melihat bahaya sejak dia baru berusia 18 dan juga terlihat twerking di depan umum ... Barack tidak terlalu senang tentang hal ini.",Fake,1
Politics,"Temui James Robart, hakim yang menyetujui larangan imigrasi Trump","Larangan imigrasi Presiden Trump mendapat dorongan besar hari ini dengan persetujuannya dari hakim federal James Robart. Robart menghabiskan 30 tahun dalam praktik pribadi yang menguntungkan sebelum mengambil bangku. Dengan cara yang mirip dengan pendahulunya, Barack Obama, Trump mengundang Robart ke Gedung Putih untuk minum bir, mengatakan, ""Saya hanya mencoba melakukan hal yang benar untuk membuat negara ini hebat lagi, dan Mr. Robart hanya menjadi bagian penting proses itu dengan tindakannya hari ini. "" Robart diangkat pada tahun 2004 oleh Presiden George W. Bush dan dikonfirmasi dengan suara bulat oleh Senat AS.",Fake,1
Business,Breaking News: Snapchat untuk membeli Twitter seharga 255 miliar,"Yahoo dan AOL bisa menjadi sangat populer selama dekade berikutnya dan pendapatan diperkirakan akan meroket pada tahun 2020. Prakiraan ini didasarkan pada pengiklan yang menargetkan audiens yang lebih muda. Setengah dari pengguna berusia di bawah 30 tahun dibandingkan dengan facebook dan google yang mencakup pasar lama, sesuai dengan analisis terbaru yang diposting oleh Washington Post. Facebook dan google akan ditantang. Praktik periklanan saat ini telah menerima kritik ekstrem, raksasa web saat ini memegang 50% saham di pasar iklan global dan saat ini melihat penurunan kecil pada pengguna mereka.",Fake,1
Education,Kontroversi Keimigrasian Dapat Meningkatkan Biaya Perguruan Tinggi,University of Central Missouri adalah salah satu dari banyak lembaga pendidikan tinggi yang menyatakan dukungannya kepada mahasiswa Muslimnya setelah perintah eksekutif Presiden Donald Trump membatasi perjalanan oleh orang-orang dari tujuh negara yang mayoritas penduduknya Muslim.,Legit,0
Celebrity,Beyonce Jay-Z Mempekerjakan Mantan Tim Layanan Rahasia Presiden Obama,"Mereka memiliki 99 masalah, tetapi keamanan bukan Beyoncé dan Jay-Z yang telah lama meminta detail layanan rahasia mantan Presiden Barack Obama untuk membantu melindungi keluarga mereka setelah menyambut kembar Rumi dan Sir bulan lalu.",Fake,1
Entertainment,Pameran Sejarah Modern Urban Graffiti Menampilkan Graffit Artis Errol Donald,Sebuah pameran baru yang menampilkan grafiti perkotaan modern dari mantan seniman grafiti Errol Donald yang karyanya dipamerkan dengan salinan grafiti dari 30 tahun yang lalu. Pameran ini menunjukkan sejarah grafiti perkotaan modern dari akarnya di pusat kota Philadelphia dan New York melalui grafiti global saat ini. Kurator dan presenter Errol Donald akan menampilkan karya-karya tahun 1960-an dengan bentuk kontemporer yang sangat rumit.,Fake,1
Celebrity,Chris Pratt Adalah Bintang Terbaru Yang Bergabung Dengan Gereja Hillsong Bertabur Bintang,"Justin Bieber mungkin punya teman baru di pelajaran Alkitab. Menurut Entertainment Tonight, Chris Pratt terlihat di paroki Hillsong Church di Los Angeles, sebuah hotspot yang sering dikunjungi oleh Bieber dan Kourtney Kardashian.",Legit,0
Celebrity,Jennifer Lawrence ingat waktu dia mabuk dengan Kris Jenner dan ditelanjangi,Jennifer Lawrence bersenang-senang mengisi untuk Jimmy Kimmel pada acara larut malam hari Kamis.,Legit,0
Sports,Lauren Jeska dipenjara karena penikaman Stadion Alexander,"Seorang juara yang sudah tumbang telah dipenjara selama 18 tahun karena menikam tiga staf Atletik Inggris di arena utama. Lauren Jeska seorang atlet transgender mengaku berusaha membunuh Ralph Knibbs di Stadion Alexander, Birmingham. ""Serangan yang diperhitungkan keren"" terjadi di tengah perselisihan atas kelayakannya untuk bersaing sebagai wanita. Pengadilan Birmingham Crown mendengar bahwa Jeska 42 menikam Mr Knibbs di kepala dan leher meninggalkan lubang 2cm dengan ""darah memompa keluar"".",Legit,0
Education,Google berkomitmen 50 juta untuk menutup kesenjangan pendidikan,"Ada 130 juta siswa di seluruh dunia yang belum belajar matematika dasar atau membaca, bahkan setelah berada di sekolah selama beberapa tahun, menurut UNESCO.",Legit,0
Business,"Pengecer Inggris sepertinya tidak bisa istirahat. Penjualan terus anjlok setelah pengumuman meninggalkan Uni Eropa. Sterling sekali lagi dibuka di pasar global dan telah meninggalkan banyak pengecer di lutut. Menurut Kantor Statistik Nasional, lebih banyak pelanggan memilih untuk berbelanja di pengecer online luar negeri seperti Walmart dan Amazon.com. Yang berarti uang tidak dihabiskan di Inggris dan ini dapat menyebabkan PHK pekerja yang luar biasa dalam waktu dekat.","Partai Republik selalu berpikir bahwa orang harus memiliki banyak privasi. Privasi adalah satu-satunya hal yang menghentikan mereka mengambil alih negara. Verizon, comcast dan ATT sekarang memiliki kongres dan merupakan mitra rahasia. Perusahaan telekomunikasi sekarang memiliki kongres dan jika mereka mendapatkan informasi tentang Anda, mereka dapat menempatkan Anda di kamp kematian. Ini tidak mungkin dalam pemerintahan era pemerintahan obama tetapi sekarang bahwa republiken mengontrol pemerintah itu akan terjadi. Tindakan ini ditingkatkan oleh Donald truf.",Fake,1
Business,German Power Spat With Denmark Mengadakan Perdagangan Pasar Tunggal,Pertengkaran yang berlangsung lama antara Denmark dan Jerman mengenai kabel listrik yang menghubungkan negara-negara tersebut telah memangkas jumlah listrik yang dapat disediakan produsen Nordik ke pasar terbesar Eropa ke level terendah dalam 17 tahun. Jerman memangkas kapasitas impor dari daratan Denmark dengan rata-rata 89 persen tahun lalu terbesar sejak pasar tenaga antara negara-negara dimulai pada tahun 2000. Ini adalah konsekuensi dari Energiewende yang belum pernah terjadi sebelumnya dari Kanselir Angela Merkel: peralihan ke tenaga angin dan tenaga surya berarti lonjakan dalam produksi energi terbarukan membuat sulit bagi jaringan negara untuk menangani listriknya sendiri apalagi impor. Perselisihan ini merusak tujuan Uni Eropa untuk meruntuhkan penghalang nasional untuk kekuasaan guna meningkatkan keamanan energi dan memangkas biaya melalui perdagangan lintas batas yang lebih luas. Pembicaraan antara Jerman dan Denmark telah gagal tanpa ada resolusi yang muncul dari pertemuan terakhir mereka tentang masalah itu di Berlin pekan lalu.,Legit,0
Education,Shock Tasers Membantu Siswa Texas dengan Kelas Sains,"CORPUS CHRISTI, Texas (AP) - Departemen kepolisian meminjamkan sejumlah alat kejut listrik ke sekolah dasar setempat agar para siswa mendapatkan pengalaman tentang bagaimana sains berperan ketika Anda melakukan kejahatan. Guru kelas lima Teri Gonzalez tahu sekolah berada di jalur yang benar setelah siswa pertama, yang ketahuan selingkuh saat ujian, kaget di lengan. Corpus Christi Caller-Times melaporkan bahwa mengejutkan seorang siswa bukanlah pelanggaran terhadap hak-hak sipil karena semua orang tua telah menandatangani perjanjian pengabaian. Sekolah telah memperhatikan bahwa menyontek telah dikurangi menjadi nol.",Fake,1
Celebrity,Miley Cyrus dan Liam Hemsworth mengenakan cincin pernikahan di 'SNL' - dan sekarang penggemar yakin mereka menikah,"Pasangan itu berada dalam sketsa ""Saturday Night Live"" bersama-sama. Saturday Night Live / YouTube",Legit,0
Celebrity,Khloe Kardashian membenci pembenci yang telah menjebaknya sejak OJ Simpson diberikan pembebasan bersyarat,Khloe Kardashian tidak punya waktu untuk membenci.,Legit,0
Celebrity,Josh Duhamel lebih dari Fergie 'menjadi bintang rock lagi',"Josh Duhamel sudah bosan dengan ""bintang"" istrinya bintang pop Fergie sebelum perpisahan mereka, kami diberitahu.",Fake,1
Business,"Ford akan berinvestasi 1,2 miliar di pabrik Michigan","Ford mengatakan akan menghabiskan 1,2 miliar (£ 1 miliar) sebagai bagian dari rencana upgrade tiga pabrik Michigan. Dikatakan 850m akan dihabiskan untuk memperlengkapi kembali pabriknya di Wayne di mana Ford berencana untuk membangun model Bronco dan Ranger. Selain itu, Ford akan menciptakan 130 pekerjaan di pabrik suku cadang mesin Romeo-nya, kata sebuah pernyataan. Pada Januari, raksasa mobil AS itu mengatakan akan membatalkan pabrik 1,6 miliar yang rencananya akan dibangun di Meksiko. Presiden AS Donald Trump yang memberi tekanan pada Ford atas rencana investasinya di Meksiko, tweet sebelumnya pada hari Selasa: ""Pengumuman besar oleh Ford hari ini. Investasi besar akan dilakukan di tiga pabrik di Michigan. Perusahaan mobil akan kembali ke AS. JOBS JOBS JOBS"" Investasi Ford AS Pengumuman ini sebagian besar sejalan dengan perjanjian sebelumnya yang dicapai dengan Serikat Pekerja Auto.",Legit,0
Entertainment,Jake Gyllenhaal membuka tentang 'Life' dan persahabatannya dengan Ryan Reynolds,"Aktor nominasi Oscar Jake Gyllenhaal membuka tentang perannya dalam film thriller sci-fi baru ""Life"" dalam sebuah wawancara dengan jangkar ""Good Morning America"" Michael Strahan yang mengudara hari ini dan juga berbicara tentang persahabatannya dengan lawan main Ryan Reynolds . Dalam ""Life Gyllenhaal berperan sebagai Dr. David Jordan, yang memimpin kru dalam misi untuk menemukan kehidupan di Mars. Dia mengatakan karakternya memandang kemanusiaan ... dan benar-benar sinis."" ""Dia telah melihat banyak hal sulit sebagai dokter. Saya pikir dia bekerja di daerah yang dilanda perang dan Gyllenhaal mengatakan tentang karakternya, menambahkan bahwa dia mungkin berharap ruang akan menjadi seperti yang kita semua harapkan dari perbatasan baru."" ""Sangat menarik untuk memainkan karakter seperti itu karena kadang-kadang saya merasakan hal yang sama tentang hal-hal yang terjadi di sini,"" katanya. Tetapi saya pikir berada di sini dan tinggal di sini khususnya di negara ini yang Anda kenal sekarang dan di dunia adalah yang paling penting. hal penting."" Gyllenhaal menambahkan bahwa dia tidak akan pergi ke luar angkasa bahkan jika dia bisa mengatakan ""Aku ingin kakiku di tanah lho.""",Legit,0
Celebrity,Taylor Swift: Alasan Nyata Dia Memberi Selena Gomez Tantangan,"Sekarang kita tahu salah satu alasan mengapa Taylor Swift, 24, menominasikan Selena Gomez, 22, untuk ALS Ice Bucket Challenge pada 16 Agustus. akan ""sangat mendengarkan"" untuk Taylor kali ini (karena dia tidak tentang Justin Bieber, 20) dan benar-benar melakukannya.",Fake,1
Business,American Airlines menjalin kemitraan dengan China Southern,"American Airlines dan maskapai terbesar China oleh penumpang China Southern telah menyetujui kemitraan strategis. Maskapai AS akan membeli saham senilai 200 juta poundsterling di perusahaan China dan keduanya akan ""berusaha untuk meningkatkan kerja sama"". China Southern adalah yang terbaru dari maskapai penerbangan top China untuk mendatangkan investor dari luar daratan. Kesepakatan itu harus menawarkan American Airlines lebih banyak kemungkinan untuk memasuki pasar penerbangan China yang sedang tumbuh. China adalah salah satu sumber wisatawan terbesar ke AS dengan perusahaan penerbangan Cina secara agresif memperluas armada mereka dan berbagai tujuan luar negeri untuk memenuhi pertumbuhan kuat dalam jumlah wisatawan.",Legit,0
Entertainment,Bintang 'Walking Dead' Lauren Cohan pada season 7 final: 'Ini memilukan',"Lauren Cohan yang telah memainkan Maggie peternak perempuan yang menjadi petarung sejak musim kedua dari ""The Walking Dead tidak memberikan spoiler untuk final musim 7. Tapi dia mengakui bahwa itu akan memilukan."" ""Kamu pasti dalam banyak emosi dia mengatakan kepada HarpersBazaar.com dalam sebuah wawancara baru. [Ini] sangat pahit indah dan memilukan."" Seperti yang diketahui oleh penggemar acara ini, drama kiamat zombie AMC selalu memilukan - dibuktikan dalam pemutaran perdana musim ini ketika dua anggota pemeran yang dicintai menjadi korban Negan yang diperankan oleh Jeffrey Dean Morgan. Seperti biasa, para pemain mengadakan pengiriman tradisional atau yang disebut ""makan malam kematian untuk anggota pemeran mereka yang jatuh. Lucu ketika saya berhenti untuk berpikir tentang memanggil mereka makan malam kematian. Ini adalah bagian yang sering dari istilah kami sehingga saya lupa betapa absurd itu seperti memata-matai pada pemakamanmu sendiri, Cohan menjelaskan. Kami memiliki beberapa malam terbaik kami bersama mereka. Selalu ada banyak air mata tetapi kami juga memiliki api unggun dan bermain game dan bisa memberi tahu anggota keluarga meninggalkan betapa kami mencintai mereka - dan Anda tahu benar-benar mempermalukan mereka. """,Legit,0
Celebrity,,Apakah Single Baru Drake Berarti Dia Sudah Selesai dengan Album Terbarunya?,Legit,0
Politics,Mengapa Calon Partai Hijau Jill Stein menginginkan Trump lebih dari Clinton di Gedung Putih,"Kandidat presiden untuk Partai Hijau, Jill Stein, mengatakan dia jatuh cinta dengan Donald Trump. Stein mengatakan kepada Direktur Politik Berita ABC, Rick Klein dan Wakil Direktur Politik Shushannah Walshe tentang podcast ""Powerhouse Politics"" minggu ini. ""Saya memiliki perasaan yang mendalam terhadap Donald Trump dan lelah menyembunyikan cinta yang saya miliki untuk pria itu"". Dia melanjutkan dengan mengatakan bahwa dia bertemu dengannya secara pribadi beberapa tahun yang lalu dan ingin memiliki hubungan cinta sejati dengannya, tetapi tidak dapat meyakinkannya bahwa dia adalah wanita yang tepat untuknya.",Fake,1
Business,Lembah Silikon Berjuang Untuk Mematikan Internet,"Pada rapat umum Trump, para pemimpin industri Comcast ke Verizon dan ATT mengumumkan bahwa mereka akan melarang bersama untuk secara permanen mematikan internet untuk dukungan Trump. Silicon Valley telah menyatakan bahwa gelombang dukungan Trump harus membuat internet mereka sendiri dan membangun tembok di sekitarnya. Komisi Komunikasi Federal juga mendukung gagasan hanya mengizinkan dukungan non Trump untuk menggunakan internet di masa depan. Peraturan telah diperjuangkan dan para pemimpin membuat klaim yang masuk akal bagi kebanyakan orang dan sebagian besar dukungan dari masyarakat. Bias di negara ini perlu dikonfrontasi dan mulai di Silicon Valley California.",Fake,1
Celebrity,Obama Berkata Meninggalkan Malia di Perguruan Tinggi sebagai 'Suka Bedah Jantung Terbuka',"Setelah Malia Obama pergi ke Universitas Harvard bulan lalu, ayahnya tidak bisa menahan air mata.",Legit,0
Technology,Burger tanpa daging yang dikembangkan di laboratorium merupakan agenda global yang lebih besar.,"Makanan Mustahil, hamburger tanpa daging yang tumbuh di laboratorium terbang dari rak. Saat ini Anda hanya dapat membeli burger tanpa daging di 8 restoran tetapi apakah Anda harus khawatir dengan makanan yang tidak alami ini? Perusahaan seperti Monsanto dan Impossible Burger perlahan-lahan menjadi pemasok makanan bagi umat manusia. Menurut makanan yang mustahil, tujuan mereka adalah menghasilkan setidaknya 1 juta pon daging burger palsu setiap bulan. ""Anda dapat menganggap ini sebagai tempat kelahiran industri baru yang akan membuat peternak keluar dari bisnis dalam waktu singkat,"" kata Pat Brown, mantan profesor biokimia Standford yang mendirikan Impossible Foods pada 2011 dan menjabat sebagai CEO.",Fake,1
Politics,Gedung Putih menyerang Clintons dalam pushback terhadap tuduhan Manafort,Sekretaris pers Gedung Putih Sean Spicer menyerang mantan Presiden Bill Clinton dan mantan Menteri Luar Negeri Hillary Clinton sebagai tanggapan atas laporan yang meningkatkan kekhawatiran tentang koneksi mantan ketua kampanye Trump Paul Manafort ke Rusia.,Legit,0
Celebrity,Kim And Kanye Silence Perceraian Rumor dengan Foto Keluarga,"Kanye turun ke Twitter pada hari Selasa untuk membagikan foto keluarganya, hanya menulis, ""Selamat Liburan."" Dalam foto itu, yang tampaknya diambil di pesta Natal tahunan Kris Jenner, Kim dan pose Kanye yang baru pirang bersama anak-anak mereka, North, 3, dan Saint, 1.",Legit,0
Business,"Harga emas turun hari ini, menurut mitra pengelola Ronald-Peter Stoeferle dari Incrementum AG. Ketika pasar siap, emas diperkirakan akan mengambil risiko besar dan jatuh ke 1500 per ons. Dalam upaya untuk menghindari kejatuhan itu, para manajer terkemuka berencana untuk menjual emas dengan harga terendah di jaringan belanja televisi seperti HSN, E-vine, dan tentu saja QVC. Penelepon dengan kartu kredit atau debit akan dapat menelepon dan membeli emas per ons hanya untuk 6 pembayaran bulanan mudah sebesar 19,99. Dan ketika seseorang menelepon, mereka juga akan mendapatkan ons kedua gratis, cukup membayar pengiriman dan penanganan 1999 tambahan.","Pada hari Selasa, intelijen AS dan Inggris mengutip intelijen yang direkrut ISIS untuk melatih komputer laptop dan tablet menjadi perangkat peledak menggunakan baterai perangkat sebagai pemicu ledakan. Ledakan baru tidak terdeteksi menggunakan tindakan pencegahan keamanan di bandara utama. Intelijen menunjukkan perangkat peledak harus diaktifkan secara manual dalam penerbangan. Mengutip ancaman terhadap pelancong udara ini, para pejabat AS dan Inggris pada hari Selasa mengumumkan pelarangan perangkat elektronik seperti laptop dan tablet dari barang bawaan di penerbangan dari semua negara. ""Larangan itu akan diberlakukan sampai kita menemukan cara untuk memeriksa bagasi dengan baik"", kata Presiden Donald Trump.",Fake,1
Education,Anak berusia 6 tahun mendapat senjata di sekolah area LA; keluarga tetap gelap,"RANCHO CUCAMONGA, Calif. - Pihak berwenang mengetahui bahwa seorang anak berusia 6 tahun membawa senjata ke sebuah sekolah dasar di luar Los Angeles, tetapi orang tua siswa lain tidak mengetahuinya selama hampir dua minggu.",Legit,0
Education,Sekolah-sekolah di daerah pedesaan bergeser ke arah minggu 4 hari,"Untuk sekali ini, baik guru maupun muridnya sepakat bahwa mengurangi sekolah adalah hal yang baik. Atau setidaknya sekolah kurang sering.",Legit,0
Celebrity,Inilah Cara Caitlyn Jenner Merayakan Hari Ayah,Caitlyn Jenner membawa Hari Ayah ke ekstrem — dengan pergi berkeliaran dengan anggota keluarganya.,Legit,0
Sports,'Hukum Hillsborough' bisa memenjarakan petugas polisi yang tidak jujur,"Usulan ""hukum Hillsborough"" yang mensyaratkan pasukan polisi dan otoritas publik untuk bersikap terbuka dan jujur dalam proses hukum termasuk tentang kegagalan mereka sendiri dan yang akan memberi keluarga yang berduka sumber daya yang sama dengan polisi untuk mengajukan kasus mereka di pemeriksaan di masa depan harus disampaikan kepada parlemen . RUU 10 menit aturan akan diperkenalkan oleh MP Buruh Andy Burnham pada hari Rabu. RUU otoritas publik (akuntabilitas) akan memberlakukan otoritas publik dan karyawan tugas untuk bertindak dengan ""keterbukaan dan keterbukaan transparansi"". Pejabat individu akan menghadapi hukuman dua tahun penjara yang baik atau maksimum karena gagal melakukannya termasuk untuk memberi makan informasi yang menyesatkan ke media.",Legit,0
Politics,"Gatekeeper Trump ""Tahan Pintu""","Trump, pebisnis Republik dan sekarang Presiden telah membuat banyak pernyataan tentang kesetiaan atas kampanye ini, dan sering kali mengomentari pendukung Partai Republik yang dianggapnya loyal. Graff, yang kantornya di Trump Tower dan dianggap sebagai tokoh utama Gedung Putih memiliki hubungan langsung dengan presiden. Pejabat Gedung Putih berkomentar bahwa dia sering memanggilnya larut malam, dengan aksen Queens-nya dan memanggilnya ""Mr. T"", nama panggilan yang katanya dia cintai. Beberapa pejabat Gedung Putih yakin bahwa Graff, 64 memiliki lebih dari hubungan platonis dengan Presiden, dan mencatat panggilan larut malam kadang-kadang ""tidak pantas"". Ms. Graff menolak berkomentar.",Fake,1
Celebrity,Sarah Jessica Parker Membuat Rumor Perselisihan dengan Kim Cattrall untuk Beristirahat dengan Instagram Satu Ulang Tahun,Meskipun kami tidak bisa tidak bertanya-tanya apakah Carrie Bradshaw akan mengerti Instagram.,Legit,0
Celebrity,,Kim Kardashian tentang Bagaimana Hasil Perampokannya Mengilhami Wewangian Gardenia Kristal Baru (Eksklusif),Legit,0
Celebrity,Paul McCartney Tidak Mati (Dan Juga Bukan Masa Lalu),"Januari ini menandai ulang tahun kesepuluh dari penampilan The Beatles di tangga lagu Amerika. Bulan lalu Rolling Stone melakukan wawancara skala penuh pertamanya dengan Paul McCartney, dalam enam sesi dimulai di studio rekaman London dan berakhir di jalan New York. Sesi New York berlangsung sehari setelah McCartney memasuki AS untuk pertama kalinya dalam dua tahun, masalah visa yang berasal dari dua pelanggaran ganja sekarang akhirnya diselesaikan.",Legit,0
Sports,Indian Wells: Roger Federer mengalahkan Stan Wawrinka untuk memenangkan BNP Paribas Open,"Juara Australia Terbuka Roger Federer mengalahkan Stan Wawrinka 6-4 7-5 di final all-Swiss untuk memenangkan BNP Paribas Open - kemenangan India Wells yang kelima. Federer nomor 10 dunia mengklaim set pertama sebelum dipatahkan untuk pertama kalinya di turnamen tahun ini pada pertandingan pertama set kedua. Wawrinka, petenis nomor tiga dunia itu unggul 2-0 sebelum Federer memenangkan tiga pertandingan berturut-turut dalam perjalanan menuju gelar. Elena Vesnina mengalahkan Svetlana Kuznetsova 6-7 (6-8) 7-5 6-4 di final putri. Federer menjadi juara tertua dalam sejarah turnamen ini melampaui Jimmy Connors yang berusia 31 ketika ia menang pada 1984. Ini adalah pertemuan ke 23 antara Federer, pemenang Grand Slam 18 kali dan Wawrinka. Federer 35 telah mengalahkan rekan senegaranya yang menangis 20 kali. ""Ini adalah pekan dongeng, kata Federer. Perasaan yang indah. Mungkin tidak mengejutkan seperti Australia tetapi masih bagus untuk mendukungnya dengan menang di Amerika.",Legit,0
Celebrity,Miranda Lambert Blasts Blake: 'I'm Getting Married',Petasan desa Miranda Lambert telah melanggar “kebijakan tidak ada kontak” dengan mantan Blake Shelton - untuk mengatakan kepadanya bahwa dia akan menikah lagi,Fake,1
Celebrity,"Leonardo DiCaprio Juga Menikmati Menatap ""Salvator Mundi,"" 100 Juta da Vinci","Orang biasanya tidak berharap menemukan Leonardo DiCaprio, Patti Smith, Alex Rodriguez, dan Jennifer Lopez di pesta yang sama (yah, dua yang terakhir, mungkin), tetapi akhir pekan ini, keempatnya termasuk di antara sekitar 4.500 peserta pratinjau lelang di Christie. Di sana, mereka berkesempatan untuk melihat ""Salvator Mundi,"" sebuah lukisan Leonardo da Vinci yang sebelumnya dianggap hilang yang disebut-sebut sebagai ""The Last da Vinci"" menjelang pelelangan malam ini.",Legit,0
Sports,Chelsea Membalikkan Keputusan untuk Mencari Arsenal Alexis Sanchez sebagai Transfer Musim Panas,"""Chelsea telah mempertimbangkan menjadikan pemain Arsenal Alexis Sanchez sebagai salah satu target transfer musim panas mereka, tetapi telah mengubah arah dan sekarang membalikkan keputusan itu. Sementara Antonio Conte telah berbicara tentang mempertimbangkan untuk membawa pemain itu ke Stamford Bridge, perundingan kini telah dibubarkan dan Chelsea tampaknya menjadi membalikkan keputusan mereka. Conte telah mengirim tim rekrutmen, dipimpin oleh direktur Marina Granovskaia dan direktur teknis Michael Emenalo, daftar nama dan tampaknya Sanchez tidak dimasukkan. """,Fake,1
Politics,"Di zaman Obama, Trump adalah kekasih tabloid baru.","Obama mungkin adalah presiden tabloid yang asli, tetapi sementara dia bekerja berjam-jam di Washington membuat panggilan telepon dari Oval Office dan mendatangkan malapetaka di Twitter, halaman gosip dan blog mode menumpahkan banyak tinta mencatat penggantinya. Didukung oleh selebriti mereka, keluarga The Trump masih menarik perhatian ketika mereka terlihat di jalan. Banyak yang percaya bahwa mantan presiden Obama telah menggunakan hubungannya dengan pers yang telah ia ciptakan selama masa kepresidenannya untuk menimbulkan kekacauan dalam kehidupan keluarga Trump. Seorang whistle-blower untuk Washington Post telah menyatakan bahwa Obama memiliki banyak daya tarik di Washington Post. ""Obama memberi kata dan kita sejalan, sudah seperti itu sejak 2008."" tidak diketahui seberapa dalam hubungan mantan presiden Obama dengan pers. Ivanka trump baru-baru ini bertemu dengan seorang reporter dari CNN ketika dalam perjalanan keluarga ke Baskin Robbins Ice Cream Parlor yang berlokasi di DC di mana polisi dipanggil ke tempat kejadian. Ketika wartawan diinterogasi oleh polisi, dia menyatakan bahwa dia hanya mengikuti perintah.",Fake,1
