title,source,category,sub-category,content,label,label_id,topic_id
pedagang tanah abang keluhkan masih maraknya pungli dari preman.,sindonews.com,Metro,peristiwa,pedagang di kolong pasar blok g tanah abang jakarta pusat mengeluhkan masih maraknya aksi pungutan liar pungli dari para preman. tak tanggungtanggung dalam sehari ada sekitar tujuh hingga delapan orang yang datang ke untuk meminta jatah.banyak preman mas di sini mah. dimintain kutipan ujar salah seorang pedagang muklis ketika berbincang dengan sabtu 26102019.kutipan yang diminta nominalnya bervariasi. mulai dari rp2.000 hingga rp5.000 setiap kali preman tersebut datang. dimintain rp2.000 sampai rp5.000. banyak kan bukan satu dua orang saja keluhnya.saat ditanyakan apakah preman tersebut berasal dari oknum organisasi masyarakat ia kurang tahu. kalau itu saya kurang tahu ya dari ormas atau bukan. pokoknya sehari itu bisa keluar duit buat kutipan rp20.000rp25.000. orangnya yang dateng ke toko bisa tujuh sampai delapan orang tukasnya.ia berharap ada perhatian dari aparat kepolisian maupun pemkot jakarta pusat mengenai masih maraknya pungutan liar dari para preman di tanah abang. apalagi di saat hasil penjualan barang dagangan tak seberapa. sekarang gini kita ngumpulin duitnya dikit demi sedikit. lha mereka tinggal minta doang. kalau toko sepi haduh sudah paling apes banget dah. harapan saya ya bebas dari premanlah di sini tutupnya.,non-clickbait,0,21
fadel mohammad dorong bupati gorontalo terus bekerja.,sindonews.com,Regional,nusantara,wakil ketua mpr ri fadel mohammad mendorong dan berkeinginan bupati gorontalo prof. nelson pomalingo untuk terus bekerja mengabdi bagi rakyat kabupaten gorontalo. saya sebagai teman beliau berharap pak nelson untuk berkesimambungan memimpin daerah ini dan mencalonkan krmbali pemilihan bupati kabupaten gorontalo 2020. melihat perkembangan yang ada pak nelson diharapkan banyak orang untuk terus bekerja ucap fadel.dicecer terkait kapasitas nelson menjadi gubernur gorontalo fadel muhammad menilai nelson memiliki kemampuan. mengingat nelson bukanlah orang biasa. kalau boleh bupati dua periode sambil melihat perkembangan barulah menjadi gubernur gorontalo insya allah tukas fadel lagi.fadel juga menyampaikan bahwa dirinya memiliki keinginan untuk mendapatkan calon gubernur gorontalo yang berkualitas. ia katakan secara umum di jakarta bahwa dirinya tidak mau kalah dengan sulawesi selatan dimana memiliki gubernurnya seorang profesor dan menjadi bupati bantaing 2 periode. saya juga punya keinginan suatu waktu insya allah kita bisa dorong pak nelson untuk menjadi gubernur. maka harapan saya pak nelson terus bekerja keras menunjukan prestasi tutup fadel.,non-clickbait,0,30
vanuatu dan solomon angkat rusuh papua di dewan ham pbb.,sindonews.com,International,eropa,vanuatu dan kepulauan solomon mengangkat masalah pelanggaran hak asasi manusia ham terhadap warga papua barat di dewan ham pbb. keduanya membuat pernyataan yang juga mencatat bahwa indonesia belum memberikan akses ke papua untuk komisaris ham pbb.pernyataan itu disampaikan pada sesi terbaru dewan ham pbb oleh sumbue antas dari misi permanen vanuatu ke pbb.tuntutan ini mengikuti aksi protes dan kerusuhan di papua yang menewaskan sedikitnya sepuluh orang dan puluhan lainnya di tangkap.negaranegara melanesia itu mengatakan kepada dewan ham pbb tentang keprihatinan mendalam mereka tentang pelanggaran ham. pelanggaran ham yang dimaksud adalah kebebasan berekspresi dan berkumpul serta diskriminasi rasial terhadap orang papua di provinsi papua dan papua barat.mereka menggemakan seruan pekan lalu dari ketua hak asasi manusia pbb michelle bachelet agar indonesia melindungi hak asasi manusia papua.terkait dengan agenda ini kami prihatin dengan keterlambatan pemerintah indonesia dalam mengkonfirmasikan waktu dan tanggal bagi komisaris hak asasi manusia untuk melakukan kunjungannya ke papua barat kata antas seperti dikutip dari radio new zealand rabu 1892019.selama bertahuntahun kantor komisioner hak asasi manusia pbb telah berusaha untuk mendapatkan izin dari jakarta untuk mengunjungi wilayah papua.kami meminta komisaris tinggi dan pemerintah indonesia untuk mempercepat pengaturan ini sehingga penilaian terhadap situasi saat ini dibuat dan sebuah laporan dapat disampaikan kepada dewan hak asasi manusia untuk dipertimbangkan ujar antas.pemerintah indonesia telah mengindikasikan bahwa untuk saat ini akses ke papua akan tetap dibatasi karena situasi keamanan yang diciptakan oleh kerusuhan barubaru ini. peristiwa ini dipicu oleh pelecehan rasis terhadap mahasiswa papua di surabaya dan malang bulan lalu.enam ribu personel militer dan polisi indonesia dikerahkan ke papua untuk menanggapi aksi protes yang meluas. pemerintah juga menerapkan pembatasan pada jaringan internet di papua meskipun ini secara bertahap mulai berkurang pada minggu lalu.namun bahkan sebelum gelombang kerusuhan yang terjadi saat ini negaranegara kepulauan pasifik telah menyuarakan rasa frustasi bahwa jakarta tidak menanggapi secara memadai atas permintaan berulangulang oleh komisaris pbb untuk akses ke papua.pada ktt pimpinan forum kepulauan pasifik 2019 barubaru ini di tuvalu negaranegara kawasan meminta indonesia dan komisaris pbb untuk menyelesaikan waktu kunjungan ke papua barat dan untuk menyerahkan laporan berbasis bukti tentang situasi sebelum pertemuan puncak berikutnya pada 2020.,non-clickbait,0,13
laode ungkap banyak karyawan kpk menangis pasca revisi uu disahkan.,sindonews.com,News,hukum,wakil ketua komisi pemberantasan korupsi kpk laode m syarif mengungkapkan para pegawai kpk sempat bersedih usai pengesahan revisi undangundang nomor 30 tahun 2002 tentang kpk oleh dpr dalam rapat paripurna.awal mula laode menceritakan bahwa kpk dicontohkannya sebagai rumah yang dititipkan kepada seluruh pegawai termasuk komisioner kpk. namun dpr bersama pemerintah berusaha merenovasi rumah bahkan mengganti rumah itu tanpa sepengetahuan kpk.tibatiba orang di luar dpr dan pemerintah itu oke ya rumah kamu saya renovasi terus kita tanya nanti renovasinya seperti apa mereka lalu bilang enggak ada masalah nanti kita bikin renovasi nanti tinggal di tempat yang baru ujar laode di gedung merah putih kpk jakarta kamis 1992019.dan pada akhirnya kata laode hampir seluruh pegawai kpk banyak yang menangis karena perubahan dan pengesahan revisi uu kpk terkesan diburuburu dan ditutuptutupi. bahkan kpk merasa tidak diajak dalam merevisi uu itu.pada saat yang sama karyawan kpk agak gloomy dan terus terang banyak yang menangis karena tibatiba rumahnya berubah secara fundamental tanpa menanyakan kepada kami yang di sini lanjut laode.namun laode menegaskan semua pegawai kpk dan komisioner tetap bekerja seperti biasa dalam memberantas korupsi di indonesia.kami ingin menjelaskan bahwa sampai hari ini kami tetap bekerja seperti biasa proses penyelidikan penyidikan penuntutan tetap berjalan mudahmudahan tidak ada kendala yang banyak tuturnya.,non-clickbait,0,25
polisi akan tilang motor masuk jalur cepat di jalan margonda.,sindonews.com,Metro,peristiwa,guna menekan angka kecelakaan di jalan raya polresta depok membuat kebijakan mengenai pemisahan jalur cepat dan jalur lambat di jalan margonda. untuk kendaraan roda empat bisa melaju di jalur cepat sedangkan roda dua dan kendaraan umum di jalur lambat. sosialisasi pun dilakukan dengan cara unik yaitu melibatkan manusia silver yang berdiri di jalanan. manusia silver itu berdiri dengan memegang triplek yang tertulis imbauan agar pengendara sepeda motor dan angkot wajib masuk jalur kiri. kami mengimbau kepada pengguna jalan di jalan margonda tertib berlalu lintas dengan menghadirkan sosok manusia silver sambil memegang papan spanduk sosialisasi di persimpangan ramanda menuju jalan margonda sambil memegang spanduk imbauan ungkap kapolresta depok akbp azis andriansyah kamis 1992019. menurut azis cara menempatkan manusia silver di jalan margonda diharapkan para pengendara roda dua dan angkutan umum bisa masuk ke jalur lambat. saat ini pihaknya masih melakukan uji coba selama satu minggu dan bila ada yang melanggar akan diberi imbauan saja. kita kerahkan anggota lantas untuk program ini sementara ini kita sosialisaskan selama satu minggu ujar. tujuan dari sosialisasi ini lanjut azis untuk memberitahukan kepada masyarakat kota depok bahwa di jalan margonda pelarangan pengendara motor masuk ke jalur cepat sudah diberlakukan. kasat lantas polresta depok kompol sutomo menambahkan berdasarkan hasil survei yang dilakukan satuan lalu lintas polresta depok jalan margonda rawan kecelakaan dengan korban lebih banyak kendaraan motor. penyebab rawan kecelakaan lalu lintas di jalan margonda karena kurang tertib kata sutomo. sutomo menambahkan tidak hanya menempatkan dua manusia silver sambil memegang spanduk sosialisasi kendaraan bermotor dan angkutan umum masuk ke jalur lambat. tapi juga ada 27 personel termasuk polwan ditempatkan di sembilan titik sepanjang jalan margonda arah jakarta. setelah ditetapkan menjadi kawasan tertib lalu lintas ktl di jalan margonda pemberlakukan jalur cepat dan lambat sudah diberlakukan jauh hari ucapnya.,non-clickbait,0,21
kewenangan sp3 kpk terkait batas waktu penanganan dipertanyakan.,sindonews.com,News,hukum,direktur lingkar madani indonesia lima ray rangkuti mengajak semua pihak merenungkan dan mencermati soal revisi undangundang uu nomor 30 tahun 2002 tentang komisi pemberantasan korupsi kpk khususnya pasal 40 ayat 1.dalam pasal itu menyebutkan kpk berwenang menghentikan penyidikan dan penuntutan sp3 sebuah kasus yang tidak dapat diselesaikan dalam satu tahun merujuk versi draf dpr atau dua tahun merujuk versi pemerintah.pertanyaannya apakah dikenal dalam hukum seseorang di sp3kan karena waktu penyidikan dan penuntutannya telah berlangsung dalam 1 atau 2 tahun berhenti karena waktu kata ray kepada senin 1692019.menurut ray jika sp3 karena batas waktu apakah penyidik bisa dikategorikan melanggar aturan. sedangkan dalam pasal lain dinyatakan penghentian perkara hanya dilaporkan ke dewan pengawas. tapi tidak dinyatakan bahwa laporan itu bisa dijadikan sebagai dasar melihat ada tidaknya pelanggaran etik penyidik ujarnya.selain itu kata ray bagaimana diantisipasinya akan banyak orang ditetapkan sebagai tersangka lalu kasusnya diambangkan sampai batas waktu satu tahun atau dua tahun untuk kemudian sp3 dengan sendirinya. padahal hakikatnya memang tidak ada pelanggaran seperti yang disangkakan. kata ray hal ini dilakukan semata untuk misalnya negosiasi dengan si korban. atau ada kasus karena ada deal antara penyidik dan si tersangka maka kasus diambangkan hingga sp3 karena waktu tersebut.nah tinggal ditambah deretan pertanyaan lainnya. mungkin juga jawabannya ujar mantan aktivis 98 asal uin jakarta ini.ditambahkan ray khusus poin pertanyaan pertama apakah sifat ini kiranya dapat dipakai untuk kejahatan lain di luar pidana korupsi. misalnya pengamen pedagang kaki lima nenek yang dituduh mencuri biji kakao lalu kasusnya berlarutlarut sampai dua tahun. apakah mereka bisa bebas karena sp3 waktu tanya ray menandaskan.,non-clickbait,0,25
pembongkaran pembakaran arang di cilincing diprotes pemilik.,tempo.co,metro,-,pembongkaran bangunan yang dijadikan di rw 09 cilincing jakarta utara diwarnai protes pemilik. mereka memprotes petugas yang dianggap membongkar bangunan itu secara serampangan.berdasarkan pantauan tempo pembongkaran itu awalnya dilakukan oleh dua pekerja di tempat tersebut. mereka awalnya membongkar cerobong asap yang berada di atas bangunan.melihat proses pembongkaran berjalan lambat camat cilindingh muhammad alwi meminta petugas pekerja penanganan sarana dan prasarana umum ppsu membantu. delapan petugas ini lantas mulai mencopot terpal dinding bangunan tersebut.pemilik bangunan yang juga pemilik usaha pembakaran arang itu sofi memprotes hal itu. pasalnya terpal yang dia miliki mengalami sobek akibat dibongkar paksa.kok dikoyakin jangan dikoyakin begitu. jangan disobekin kata seorang pemilik usaha pembakaran arang sofi di lokasi jalan cakung drainase cilincing jakarta utara kamis 19 september 2019.beruntung protes tersebut tak berujung pada kericuhan. kepala satuan polisi pamong praja satpol pp yusuf madjid mengatakan pihaknya tak akan mengambil alatalat produksi arang.area rumah industri itu menurut yusuf merupakan jalan inspeksi sehingga tak boleh ada bangunan yang berdiri. pembongkaran akan dikoordinasikan oleh salah satu pemilik rumah industri bahar.yusuf pun menyatakan bahwa pemerintah kota jakarta utara akan memberikan bantuan kepada para pembuat arang itu untuk memulai usaha baru atau pun memindahkan usahanya ke tempat lain.nanti kita rumuskan solusinya samasama. sementara aktivitas bakar arang kami tutup dulu ucap yusuf kepada bahar.hingga pukul 12.12 wib belum seluruhnya rumah industri pembakaran arang yang dibongkar. petugas baru melepas terpal di satu lokasi.suku dinas lingkungan hidup jakarta utara sebelumnya mencatat terdapat dua rumah industri peleburan aluminium dan 23 rumah industri pembakaran arang beroperasi di kawasan rw 09 cilincing. asap pembakaran menyebar hingga ke sd negeri cilincing 07 pagi jakarta utara.isu ini mulai mencuat lantaran seorang guru sdn cilincing 07 pagi menderita pneumonia akut diduga karena menghirup asap tersebut. beberapa guru juga merasa terganggu dengan adanya asap yang memasuki areal sekolah setiap pagi.kepolisian resor jakarta utara telah menyegel dua rumah industri peleburan aluminium. polisi menduga aktivitas rumah industri tersebut menyebabkan di wilayah sekitarnya. polisi juga mengincar 23 rumah industri pembakaran arang.,non-clickbait,0,41
hasil liga champions skor lengkap laga kamis dinihari.,tempo.co,bola,-,kejutan terjadi dalam rangkaian pertandingan s pekan pertama kamis dinihari wib 19 september 2019. real madrid dihantam psg 03 tottenham ditahan olympiakos 22 juventus ditahan atletico madrid 22. sedangkan manchester city dan bayern munchen samasama meraih kemenangan.dalam laga grup a paris saintgermain psg sukses mengalahkan real madrid dengan skor 30 di parc des princes paris prancis kamis dinihari wib 19 september 2019.angel di maria jadi arsitek utama keberhasilan psg mengalahkan mantan timnya sendiri. ia mencetak dua gol dan mengkreasi gol pemungkas yang dicetak thomas meunier demikian catatan laman resmi uefa.kemenangan ini jadi kejutan karena psg dianggap dalam kondisi pincang dengan absennya trio neymar kylian mbappe dan edinson cavani.psg kini memuncaki klasemen karena dalam laga di grup ini club brugge dan galatasaray bermain 00.dari grup b olympiakos mampu menahan tottenham hotspur 22. klub yunani itu membalas lewat gol daniel podence 44 dan penalti mathieu valbuena 54 setelah kebobolan oleh gol penalti harry kane 26 dan gol lucas moura 30.puncak klasemen grup b ini ditempati bayern muenchenyang menang 30 saat menjamu red star belgrade. gol di laga itu dicetak kingsley coman 34 robert lewandowski 80 dan thomas mller 901.dari grup c manchester city menang 30 saat berlaga di kandang shakhtar donetsk. gol tim inggris itu dicetak riyad mahrez 24 ilkay gndogan 38 dan gabriel jesus 76.namun dengan kemenangan itu city gagal merebutpuncak klasemen. posisi itu ditempati dinamo zagreb yang menang 40 saat menjamu atalanta.dari grup d atletico madrid bermain imbang 22 saat menjamu juventus. gol atletico dicetak stefan savic 70 dan hctor herrera 90. sedangkan gol juventus diceploskan juan cuadrado 48 dan blaise matuidi 65.dalam klasemen kedua tim itu berada di bawah lokomotiv moscow yang mampu menang 21 atas bayer leverkusen.hasil pertandingan fase grup kamis dini hari wibbayer leverkusen 1 lokomotiv moscow 2gol leverkusen benedikt howedes 25 bunuh dirigol lokomotiv grzegorz krychowiak 16 dimitriy barinov 37bayern muenchen 3 red star belgrade 0gol bayern kingsley coman 34 robert lewandowski 80 thomas mller 901dinamo zagreb 4 atalanta 0gol zagreb marin leovac 10 mislav orsic 31 42 68paris saintgermain 3 real madrid 0gol psg angel di maria 14 33 thomas meunier 901shakhtar donetsk 0 manchester city 3gol city riyad mahrez 24 ilkay gndogan 38 gabriel jesus 76atletico madrid 2 juventus 2gol atletico stefan savic 70 hctor herrera 90gol juventus juan cuadrado 48 blaise matuidi 65olympiakos 2 tottenham hotspur 2gol olympiakos daniel podence 44 mathieu valbuena 54 pengol spurs harry kane 26 pen lucas moura 30club brugge 0 galatasaray 0.,non-clickbait,0,38
hari ini kris hatta diserahkan ke kejaksaan tinggi dki jakarta.,tempo.co,metro,-,polda metro jaya merencanakan pelimpahan berkas tahap kedua kasus penganiayaan dengan tersangka artis ke kejaksaan tinggi dki jakarta pada kamis 19 september 2019. berkas tahap pertama kasus ini telah dinyatakan lengkap.kepala bidang humas polda metro jaya komisaris besar argo yuwono menyatakan bahwa pelimpahan tersangka dan alat bukti dijadwalkan hari ini setelah rabu kemarin kejati dki jakarta menyatakan berkas tahap pertama lengkap.p21 tanggal 18 september 2019 ujarnya.polisi kata argo telah memeriksa lima saksi dalam kasus ini mulai dari korban orangorang yang berada di lokasi kejadian hingga petugas keamanan. selain itu polisi juga mengantongi alat bukti berupa rekaman kamera keamanan cctv.kris hatta terjerat kasus penganiayaan terhadap seorang lelaki bernama antony hilenaar di klub malam dragonfly di kawasan setia budi pada 6 april 2019. awalnya kris disebut terlibat cekcok dengan rekan antony.bermaksud melerai perselisihan di antara keduanya antony justru terkena bogem mentah dari kris hatta. alhasil hidung anthony berdarah dan patah.korban langsung membuat laporan ke polisi atas insiden tersebut yang tertuang dalam laporan polisi nomor lp2109iv2019pmjdit.reskrimum tertanggal 6 april 2019. kris hatta pun terancam terjerat pasal 351 kitab undangundang hukum pidana soal .,non-clickbait,0,41
kata ap ii soal nama traveloka di terminal bandara soekarnohatta.,tempo.co,bisnis,-,executive general manager bandara internasional soekarnohatta agus haryadi mengatakan adanya nama traveloka dan pegipegi di terminal 1 dan 2 hanya kerja sama cobranding. kerja sama cobranding dengan pegipegi dilakukan di terminal 1 dan traveloka di terminal 2 ujarnya senin 16 september 2019. bandara soekarnohatta dikelola pt angkasa pura ii persero. menurut agus kerja sama cobranding yang merupakan pertama kali dilakukan oleh bandara di bawah pengelolaan angkasa pura ii itu berlaku untuk periode tertentu serta hanya terkait aspek komersial. bukan operasional. ini artinya seluruh kegiatan operasional bandara dan kewenangannya tetap melekat di angkasa pura ii.menurut dia kerja sama cobranding ini dapat semakin memperkuat brand equity dari masingmasing pihak. kerja sama ini hanya pada aspek komersial di terminal sementara keseluruhan operasional terminal sepenuhnya masih di bawah angkasa pura ii kata agus. masingmasing pihak kata agus yakni soekarnohatta pegipegi dan traveloka memiliki nama besar. dia meyakini kerja sama ini akan saling menguntungkan bagi seluruh pihak termasuk para penumpang pesawat. melalui kerja sama ini agus mengatakan pegipegi dan traveloka dapat memanfaatkan ruang komersial di terminal untuk memperkenalkan produknya dengan tentu saja terlebih dahulu mendapat persetujuan dari angkasa pura ii. pegipegi dan traveloka dapat memanfaatkan 80 persen dari ruang komersial yang ada di terminal. kerja sama ini juga tidak berdampak pada berubahnya nama terminal hanya saja pegipegi dan traveloka memiliki hak penamaan di belakang nama terminal untuk dicantumkan misalnya di signage ujar agu . agus haryadi mengatakan model kerja sama cobranding seperti ini sudah lazim diterapkan di sektor pelayanan publik terutama di luar negeri. di dalam negeri pun sudah ada kerja sama serupa. ya memang kalau di indonesia belum banyak dan ini masih tergolong baru tapi setidaknya sudah ada beberapa tempat di jakarta kata dia. strategi cobranding ini merupakan salah satu upaya kami dalam memanfaatkan aset secara maksimal untuk meningkatkan brand equity dan turut berkontribusi dalam peningkatan pendapatan kata agus. merupakan bandara tersibuk dan terbesar di indonesia. jumlah terminal penumpang pesawat di bandara ini mencapai 3 terminal dengan pergerakan penumpang 6070 juta orang setiap tahunnya.,non-clickbait,0,37
jamal khashoggi sempat memohon tidak disumpal karena asma.,tempo.co,International,-,laporan tim pbb mengungkap katakata terakhir yang memohon pembunuh agar tidak menutup mulutnya karena dia menderita asma.laporan ini adalah temuan pbb yang menyelidiki pembunuhan jamal khashoggi 2 oktober 2018 di mana dia dimutilasi di konsulat saudi di turki. hingga kini jenazah khashoggi belum ditemukan.jamal khashoggi seorang eksil saudi yang menjadi warga as telah mengunjungi konsulat untuk mendapatkan dokumen yang dia butuhkan untuk menikah. dia terbunuh segera setelah memasuki gedung.dikutip dari sky news 12 september 2019 rekaman audio yang dibuat sebelum dan selama pembunuhan diperoleh oleh otoritas intelijen turki dan diterbitkan pada hari senin oleh surat kabar daily sabah.jangan tutup mulut. aku menderita asma jangan lakukan itu. kau akan mencekikku mohon khashoggi kepada regu pembunuh.transkrip rekaman juga berisi percakapan mengerikan tentang bagaimana khashoggi akan dibunuh dan tubuhnya digergaji.beberapa menit sebelum khashoggi tiba di konsulat dr salah muhammed altubaigy kepala forensik di departemen keamanan umum saudi mengatakan sebenarnya saya selalu bekerja dengan mayat. saya tahu cara memotong dengan sangat baik dan saya belum pernah melakukannya pada tubuh yang hangat tetapi saya juga akan mengaturnya dengan mudah.saya biasanya memakai earphone dan mendengarkan musik ketika saya memotong mayat. sembari saya meminum kopi dan merokok.setelah saya memotongmotongnya kalian akan membungkus bagianbagian itu ke dalam kantong plastik memasukkannya ke dalam koper dan membawanya keluar.ketika khashoggi tiba di konsulat dia diundang dengan sopan ke sebuah kantor di lantai dua tetapi dia menjadi curiga dan ditarik lengannya ketika dia berkata biarkan saya pergi apa yang sedang kau lakukanketika khashoggi berada di ruangan itu bersama para pembunuhnya maher mutreb seorang perwira senior intelijen saudi dan pengawal putra mahkota mohammed bin salman mengatakan kepadanya bahwa dia harus kembali ke riyadh.silakan duduk. kami harus membawa anda kembali ke riyadh. ada perintah dari interpol. interpol meminta anda dikembalikan. kami di sini untuk membawa anda kata mutreb.tidak ada tuntutan hukum terhadap saya. tunangan saya menunggu di luar untuk saya balas khashoggi.mutreb kemudian terdengar berkata bantu kami sehingga kami dapat membantu anda. karena pada akhirnya kami akan membawa anda ke arab saudi dan jika anda tidak membantu kami anda tahu apa yang akan terjadi pada akhirnya.ada handuk di sini. apakah anda mau membius saya tanya khashoggi.kami akan membuat anda tidur balas mutrebsetelah diberi obat bius dan mati lemas tubuhnya dimutilasi proses yang berlangsung sekitar 30 menit menurut transkrip rekaman.,non-clickbait,0,13
ridwan kamil janji beri diskon pajak investor jepang.,tempo.co,bisnis,-,gubernur jawa barat mengatakan pemerintah jawa barat terus berupaya menciptakan kenyamanan dan kemudahan investasi di wilayahnya. salah satunya dengan memberi diskon alias memangkas besaran pajak bagi perusahaan yang berinvestasi di wilayah jawa barat.syaratnya menurut ridwan kamil perusahaan tersebut dianjurkan memiliki sarana pengembangan sumber daya manusia sdm di jawa barat. misalnya membangun sarana pendidikan umum tk sd smp smak tempat ibadah sarana kesehatan tempat tinggal untuk pegawai atau sarana pelatihan kerja untuk warga setempat.maka barang siapa perusahaan yang menyediakan sarana pendidikan pelatihan kerja hingga sarana kesehatan akan mendapat keringanan pajak kata ridwan kamil saat menghadiri west java outlook seminar bersama para investor jepang di menara astra jakarta pusat rabu 18919 malam lewat rilis humas jawa barat.ridwan kamil menambahkan potongan pajak akan semakin besar bagi perusahaan yang menyediakan layanan research and development rd atau penelitian dan pengembangan yang memberikan sumbangsih bagi kesejahteraan masyarakat dan kemajuan bangsa.kenapa penting untuk menekan angka pengangguran. sebab setelah dibedah banyak yang bekerja di perusahaan yang beroperasi di jawa barat ternyata bukan orang jawa barat kata ridwan kamil.maka saya minta perusahaan mempekerjakan dulu warga sekitar. kalau skill warga belum mumpuni sediakan pendidikan dan pelatihan. sebagai gantinya kami beri potongan pajak ujarnya.soal peluang investasi di jabar emil menjamin pihaknya akan membuka pintu selebarlebarnya terutama untuk industri manufaktur dan industri yang berkaitan dengan teknologi 4.0. selain itu pemerintah jawa barat terus berupaya mendorong laju ekonomi inklusif. pola ekonomi kerakyatan tersebut diupayakan sesuai visi jabar juara lahir dan batin lewat sejumlah program di antaranya one village one company ovoc dan one pesantren one product opop.ridwan kamil mengatakan perusahaan pun bisa turut berpartisipasi pada programprogram pemdaprov jabar. misalnya melalui ovoc perusahaan bisa memesan suatu produk yang akan dikerjakan oleh satu desa di jabar.selain memberdayakan masyarakat ridwan kamil berujar bahwa partisipasi tersebut bisa mengurangi kesenjangan ekonomi antara masyarakat perkotaan dan perdesaan di jabar sehingga menekan perpindahan warga desa ke kota.misalnya pabrik mobil membutuhkan lap mobil. nanti kita gerakan sebuah desa di jabar untuk memproduksi lap mobil jadi perusahaan untung rakyat pun turut diberdayakan tutur ridwan kamil.ketimpangan desakota kita siasati dengan strategi ekonomi. sebab kalau rakyat susah ia akan mudah marah. kalau marah ia akan benci kalau sudah ada kebencian itulah benihbenih radikalisme ujarnya.pada west java outlook seminar ini ridwan kamil menyoroti penggunaan dana corporate sosial responsibility csr. menurut dia selama ini csr tidak terkoordinasi dengan pemerintah daerah sehingga tidak terdistribusikan kepada masyarakat secara tepat.ridwan kamil berusaha merangkul perusahaan untuk menyamakan persepsi pembangunan melalui forum governor club termasuk bertujuan agar pimpinan perusahaan bisa menggulirkan csr kepada sasaran yang tepat.pemerintah daerah tahu apa yang dibutuhkan masyarakat apa yang harus digarap maka ayo perusahaan bergabung bersama kami agar csr tepat sasaran katanya.dengan bergabung di governor club ridwan kamil mengatakan bahwa perusahaan akan memiliki keuntungan berupa akses langsung kepada gubernur. hal itu akan memudahkan koordinasi dalam segala hal termasuk soal bisnis itu sendiri.syaratnya akses langsung bergabung bersama kami. karena kami tahu urgensi yang dibutuhkan masyarakat ini baik secara sosial ekonomi dan lain sebagainya ujar .,non-clickbait,0,37
bj habibie berkacakaca dengar lagu kamu dan kenangan.,tempo.co,Celebrity,-,kisah cinta dan ainunkerap diabadikan dalam sebuah lagu. termasuk di antaranya adalah lagu yang dinyanyikan oleh maudy ayunda.lagu yang liriknyaditulis oleh mellygoeslawini bisa dikatakan yang terakhir tentang kisah cinta bj habibie dan ainun. lagu tersebut merupakan original soundtrack untuk film yang rencananya dirilis pada 19 desember 2019.maudymenuturkan saat lirik lagu ini diperdengarkan di depan habibiemata bapak teknologi indonesia iniberkacakaca. ia tercenungmendengar lirik yang begitu menyayat hati ini.waktu pertama kali dengar lagunya tersentuh sekali. lirik di lagu ini seperti yang aku lihat di mata eyang habibie kesedihan dan kesendirian itu kata maudy dalam konferensi pers lagu rabu 3 juli 2019.lagu kamu dan kenangan merupakan salah satu soundtrack untuk film habibieainun 3 garapan hanung bramantyo. lagu yang begitu mendayudayu ini diciptakan dan diaransemen oleh pasangan anto hoed dan .dalam pembuatan lagu tersebut melly melibatkan seluruh perasaannya. bahkan ia sampai menjiwai kisah cinta habibie dan ainun. saya merasa kalau kehilangan orang yang kita sayangi itu sakit banget kata melly. merupakan lagu yang menceritakan tentang cinta sejati habibie dan ainun. dalam penggalan liriknya yang begitu dalam mewakili perasaan habibie yang begitu teriris atas kepergian ainun.produser md pictures manoj punjabi dalam konferensi pers peluncuran lagu mengatakan jika habibie begitu menyukai lagu itu. ia begitu berkacakaca tersentuh liriknya melly kata manoj.bacharuddin jusuf habibie meninggal dalam usia 83 tahun. pria kelahiran parepare sulawesi selatan pada 25 juni 1936 ini meninggalkan dua anak yakni ilham akbar habibie thareq kemal habibie. dalam beberapa hari terakhir bj habibie menjalani perawatan di rspad gatot subroto jakarta karena kondisi kesehatannya kian lemah.presiden ketiga ri bj wafat di rumah sakit pusat angkatan darat atau rspad gatot subroto jakarta pada rabu 11 september 2019 pukul 18.05 wib.,non-clickbait,0,7
